training_timestamp,category,start_time,end_time,total_episodes,total_updates,best_reward,final_avg_reward,completed,interruption_reason
20250624220646,crater,2025-06-24 22:06:46,2025-06-24 22:07:51,1,0,0.034230275011035365,0.034230275011035365,True,
