training_timestamp,category,start_time,end_time,total_episodes,total_updates,best_reward,final_avg_reward,completed,interruption_reason
20250625193303,crater,2025-06-25 19:33:03,2025-06-25 19:39:40,0,0,-inf,0,True,Unexpected exit
