training_timestamp,category,start_time,end_time,total_episodes,total_updates,best_reward,final_avg_reward,completed,interruption_reason
20250625195200,crater,2025-06-25 19:52:00,2025-06-25 20:26:23,0,0,-inf,0,True,Unexpected exit
